design,sigma,scale,error_law,n_total,n_fit,n_val,replication,data_seed,fit_seed,epoch,theta_hat_1,theta_hat_2,error_theta1,error_theta2,train_check_loss,val_check_loss,mean_sigma,hetero_ratio,p10_sigma,p90_sigma
case6_c1_t3,paper_case6,1.0,t3,400,320,80,8,306959036,306959053,20,-0.25915592908859253,0.07073716819286346,-1.2591559290885925,1.0707371681928635,1.117387056350708,1.1233519315719604,1.9632109990250128,5.244835784556643,0.6223672709493845,3.264214133812192
case6_c1_t3,paper_case6,1.0,t3,400,320,80,8,306959036,306959053,40,-0.09926970303058624,-0.042831383645534515,-1.0992697030305862,0.9571686163544655,1.0456895589828492,1.080762267112732,1.9632109990250128,5.244835784556643,0.6223672709493845,3.264214133812192
case6_c1_t3,paper_case6,1.0,t3,400,320,80,8,306959036,306959053,60,0.03426358103752136,-0.15017473697662354,-0.9657364189624786,0.8498252630233765,0.9527136206626892,1.1193667650222778,1.9632109990250128,5.244835784556643,0.6223672709493845,3.264214133812192
case6_c1_t3,paper_case6,1.0,t3,400,320,80,8,306959036,306959053,80,0.13552476465702057,-0.24431869387626648,-0.8644752353429794,0.7556813061237335,0.8485088586807251,1.1195704936981201,1.9632109990250128,5.244835784556643,0.6223672709493845,3.264214133812192
case6_c1_t3,paper_case6,1.0,t3,400,320,80,8,306959036,306959053,100,0.21036182343959808,-0.32802125811576843,-0.7896381765604019,0.6719787418842316,0.7675007581710815,1.1686060428619385,1.9632109990250128,5.244835784556643,0.6223672709493845,3.264214133812192
case6_c1_t3,paper_case6,1.0,t3,400,320,80,8,306959036,306959053,150,0.28688928484916687,-0.4197363257408142,-0.7131107151508331,0.5802636742591858,0.6514780044555664,1.3030989170074463,1.9632109990250128,5.244835784556643,0.6223672709493845,3.264214133812192
case6_c1_t3,paper_case6,1.0,t3,400,320,80,8,306959036,306959053,200,0.37319010496139526,-0.4602242112159729,-0.6268098950386047,0.5397757887840271,0.5721630156040192,1.3700453042984009,1.9632109990250128,5.244835784556643,0.6223672709493845,3.264214133812192
case6_c1_t3,paper_case6,1.0,t3,400,320,80,9,699405845,699405862,10,0.3132612109184265,-0.3659612238407135,-0.6867387890815735,0.6340387761592865,1.1921729564666748,1.2802385091781616,2.0568185462068507,4.877249594996872,0.6700275329997417,3.2678915139597438
case6_c1_t3,paper_case6,1.0,t3,400,320,80,9,699405845,699405862,20,0.3515717685222626,-0.3863774538040161,-0.6484282314777374,0.6136225461959839,1.1316635966300965,1.1859699487686157,2.0568185462068507,4.877249594996872,0.6700275329997417,3.2678915139597438
case6_c1_t3,paper_case6,1.0,t3,400,320,80,9,699405845,699405862,40,0.3917713463306427,-0.4554302990436554,-0.6082286536693573,0.5445697009563446,1.0554174184799194,1.1928592920303345,2.0568185462068507,4.877249594996872,0.6700275329997417,3.2678915139597438
case6_c1_t3,paper_case6,1.0,t3,400,320,80,9,699405845,699405862,60,0.4200882911682129,-0.5278388261795044,-0.5799117088317871,0.4721611738204956,0.9604050397872925,1.2195680141448975,2.0568185462068507,4.877249594996872,0.6700275329997417,3.2678915139597438
case6_c1_t3,paper_case6,1.0,t3,400,320,80,9,699405845,699405862,80,0.42613670229911804,-0.583202600479126,-0.573863297700882,0.416797399520874,0.8774063348770141,1.281775951385498,2.0568185462068507,4.877249594996872,0.6700275329997417,3.2678915139597438
case6_c1_t3,paper_case6,1.0,t3,400,320,80,9,699405845,699405862,100,0.4199288785457611,-0.6209119558334351,-0.5800711214542389,0.37908804416656494,0.7987443685531617,1.307471513748169,2.0568185462068507,4.877249594996872,0.6700275329997417,3.2678915139597438
case6_c1_t3,paper_case6,1.0,t3,400,320,80,9,699405845,699405862,150,0.4116544723510742,-0.6929959058761597,-0.5883455276489258,0.30700409412384033,0.6750082612037659,1.415345549583435,2.0568185462068507,4.877249594996872,0.6700275329997417,3.2678915139597438
case6_c1_t3,paper_case6,1.0,t3,400,320,80,9,699405845,699405862,200,0.36707043647766113,-0.7650630474090576,-0.6329295635223389,0.23493695259094238,0.5522336661815643,1.4359843730926514,2.0568185462068507,4.877249594996872,0.6700275329997417,3.2678915139597438
case6_c1_t3,paper_case6,1.0,t3,400,320,80,10,436261095,436261112,10,-0.13080593943595886,0.3936234414577484,-1.1308059394359589,1.3936234414577484,1.015384817123413,1.3918147087097168,1.9437408625979455,5.249770807811711,0.6177616615543012,3.2431071370130287
case6_c1_t3,paper_case6,1.0,t3,400,320,80,10,436261095,436261112,20,-0.061831969767808914,0.3412571847438812,-1.061831969767809,1.3412571847438812,0.9273383378982544,1.3389551639556885,1.9437408625979455,5.249770807811711,0.6177616615543012,3.2431071370130287
case6_c1_t3,paper_case6,1.0,t3,400,320,80,10,436261095,436261112,40,0.09881800413131714,0.18245600163936615,-0.9011819958686829,1.1824560016393661,0.8800465941429139,1.332584023475647,1.9437408625979455,5.249770807811711,0.6177616615543012,3.2431071370130287
case6_c1_t3,paper_case6,1.0,t3,400,320,80,10,436261095,436261112,60,0.2622325122356415,0.04695264622569084,-0.7377674877643585,1.0469526462256908,0.8231675386428833,1.3288867473602295,1.9437408625979455,5.249770807811711,0.6177616615543012,3.2431071370130287
